,year,geography,fips,cases_Female_Chlamydia_0-14,cases_Female_Chlamydia_15-19,cases_Female_Chlamydia_20-24,cases_Female_Chlamydia_25-29,cases_Female_Chlamydia_30-34,cases_Female_Chlamydia_35-39,cases_Female_Chlamydia_40-44,"cases_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Female_Gonorrhea_0-14,cases_Female_Gonorrhea_15-19,cases_Female_Gonorrhea_20-24,cases_Female_Gonorrhea_25-29,cases_Female_Gonorrhea_30-34,cases_Female_Gonorrhea_35-39,cases_Female_Gonorrhea_40-44,cases_Female_Primary and Secondary Syphilis_0-14,cases_Female_Primary and Secondary Syphilis_15-19,cases_Female_Primary and Secondary Syphilis_20-24,cases_Female_Primary and Secondary Syphilis_25-29,cases_Female_Primary and Secondary Syphilis_30-34,cases_Female_Primary and Secondary Syphilis_35-39,cases_Female_Primary and Secondary Syphilis_40-44,cases_Male_Chlamydia_0-14,cases_Male_Chlamydia_15-19,cases_Male_Chlamydia_20-24,cases_Male_Chlamydia_25-29,cases_Male_Chlamydia_30-34,cases_Male_Chlamydia_35-39,cases_Male_Chlamydia_40-44,"cases_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Male_Gonorrhea_0-14,cases_Male_Gonorrhea_15-19,cases_Male_Gonorrhea_20-24,cases_Male_Gonorrhea_25-29,cases_Male_Gonorrhea_30-34,cases_Male_Gonorrhea_35-39,cases_Male_Gonorrhea_40-44,cases_Male_Primary and Secondary Syphilis_0-14,cases_Male_Primary and Secondary Syphilis_15-19,cases_Male_Primary and Secondary Syphilis_20-24,cases_Male_Primary and Secondary Syphilis_25-29,cases_Male_Primary and Secondary Syphilis_30-34,cases_Male_Primary and Secondary Syphilis_35-39,cases_Male_Primary and Secondary Syphilis_40-44,ratePer100000_Female_Chlamydia_0-14,ratePer100000_Female_Chlamydia_15-19,ratePer100000_Female_Chlamydia_20-24,ratePer100000_Female_Chlamydia_25-29,ratePer100000_Female_Chlamydia_30-34,ratePer100000_Female_Chlamydia_35-39,ratePer100000_Female_Chlamydia_40-44,"ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Female_Gonorrhea_0-14,ratePer100000_Female_Gonorrhea_15-19,ratePer100000_Female_Gonorrhea_20-24,ratePer100000_Female_Gonorrhea_25-29,ratePer100000_Female_Gonorrhea_30-34,ratePer100000_Female_Gonorrhea_35-39,ratePer100000_Female_Gonorrhea_40-44,ratePer100000_Female_Primary and Secondary Syphilis_0-14,ratePer100000_Female_Primary and Secondary Syphilis_15-19,ratePer100000_Female_Primary and Secondary Syphilis_20-24,ratePer100000_Female_Primary and Secondary Syphilis_25-29,ratePer100000_Female_Primary and Secondary Syphilis_30-34,ratePer100000_Female_Primary and Secondary Syphilis_35-39,ratePer100000_Female_Primary and Secondary Syphilis_40-44,ratePer100000_Male_Chlamydia_0-14,ratePer100000_Male_Chlamydia_15-19,ratePer100000_Male_Chlamydia_20-24,ratePer100000_Male_Chlamydia_25-29,ratePer100000_Male_Chlamydia_30-34,ratePer100000_Male_Chlamydia_35-39,ratePer100000_Male_Chlamydia_40-44,"ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Male_Gonorrhea_0-14,ratePer100000_Male_Gonorrhea_15-19,ratePer100000_Male_Gonorrhea_20-24,ratePer100000_Male_Gonorrhea_25-29,ratePer100000_Male_Gonorrhea_30-34,ratePer100000_Male_Gonorrhea_35-39,ratePer100000_Male_Gonorrhea_40-44,ratePer100000_Male_Primary and Secondary Syphilis_0-14,ratePer100000_Male_Primary and Secondary Syphilis_15-19,ratePer100000_Male_Primary and Secondary Syphilis_20-24,ratePer100000_Male_Primary and Secondary Syphilis_25-29,ratePer100000_Male_Primary and Secondary Syphilis_30-34,ratePer100000_Male_Primary and Secondary Syphilis_35-39,ratePer100000_Male_Primary and Secondary Syphilis_40-44
2510,2020 (COVID-19 Pandemic),"Scott County, KY",21209,2.0,51.0,53.0,29.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,16.0,25.0,13.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,11.0,9.0,11.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.9,2579.7,2962.5,1439.9,367.6,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.1,279.5,248.3,262.6,96.7,48.5,0.0,0.0,55.9,0.0,105.0,0.0,0.0,0.0,809.7,1353.5,613.2,266.0,200.6,51.6,0.0,0.0,0.0,0.0,0.0,100.3,0.0,0.0,455.5,595.6,424.5,585.1,200.6,51.6,0.0,0.0,108.3,0.0,0.0,0.0,0.0
2511,2020 (COVID-19 Pandemic),"Scott County, MN",27139,2.0,68.0,125.0,32.0,18.0,16.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,19.0,6.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,45.0,25.0,22.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,15.0,10.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12.2,1287.6,3097.9,795.2,368.0,284.3,55.9,0.0,0.0,24.8,0.0,20.4,0.0,0.0,0.0,132.6,470.9,149.1,184.0,106.6,93.1,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,509.1,1096.0,607.7,466.5,125.7,74.8,0.0,0.0,0.0,0.0,42.4,0.0,0.0,0.0,72.7,146.1,364.6,212.0,107.8,93.4,0.0,0.0,0.0,24.3,21.2,18.0,18.7
2512,2020 (COVID-19 Pandemic),"Scott County, MO",29201,7.0,60.0,38.0,31.0,6.0,4.0,1.0,,,,,,,,5.0,16.0,18.0,16.0,11.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21.0,21.0,8.0,7.0,4.0,1.0,,,,,,,,0.0,7.0,9.0,13.0,11.0,8.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,188.2,5469.5,3700.1,2308.3,524.0,333.3,90.5,,,,,,,,134.4,1458.5,1752.7,1191.4,960.7,500.0,362.0,0.0,0.0,0.0,74.5,0.0,83.3,0.0,0.0,1757.3,1986.8,607.9,650.0,355.9,98.8,,,,,,,,0.0,585.8,851.5,987.8,1021.4,711.7,395.3,0.0,0.0,94.6,152.0,0.0,89.0,98.8
2513,2020 (COVID-19 Pandemic),"Scott County, MS",28123,6.0,72.0,54.0,34.0,14.0,3.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,13.0,22.0,12.0,9.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,24.0,25.0,14.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,23.0,18.0,8.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,197.9,8921.9,6674.9,3487.2,1643.2,346.0,576.7,0.0,123.9,123.6,0.0,469.5,0.0,0.0,98.9,1610.9,2719.4,1230.8,1056.3,461.4,230.7,0.0,123.9,0.0,205.1,0.0,0.0,115.3,29.8,2594.6,3090.2,1515.2,779.5,482.5,122.9,0.0,0.0,0.0,0.0,111.4,0.0,0.0,0.0,1837.8,2843.0,1948.1,890.9,1688.8,122.9,0.0,0.0,370.8,108.2,111.4,120.6,122.9
2514,2020 (COVID-19 Pandemic),"Scott County, TN",47151,1.0,17.0,19.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.6,2207.8,3054.7,1504.8,1168.6,0.0,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9,643.1,136.8,0.0,147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.2,482.3,137.7,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,134.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,2020 (COVID-19 Pandemic),"Scott County, VA",51169,0.0,4.0,11.0,4.0,3.0,4.0,3.0,,,,,,,,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,1.0,,,,,,,,0.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.4,2178.2,782.8,556.6,684.9,533.8,,,,,,,,0.0,0.0,594.1,195.7,556.6,171.2,177.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.3,1063.8,321.0,330.6,0.0,150.2,,,,,,,,0.0,0.0,354.6,160.5,661.2,334.4,300.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,2020 (COVID-19 Pandemic),"Scotts Bluff County, NE",31157,0.0,47.0,47.0,21.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044.8,4989.4,1948.1,1447.9,449.2,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,530.8,185.5,289.6,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.9,966.2,1163.8,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.6,193.2,268.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,2020 (COVID-19 Pandemic),"Screven County, GA",13251,0.0,24.0,16.0,16.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7430.3,4395.6,3340.3,442.5,1075.3,238.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.6,1098.9,0.0,221.2,0.0,0.0,0.0,0.0,274.7,0.0,0.0,0.0,0.0,0.0,1063.8,1772.2,1844.3,481.9,0.0,247.5,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,638.3,506.3,819.7,722.9,0.0,247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,2020 (COVID-19 Pandemic),"Scurry County, TX",48415,1.0,8.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,1495.3,3640.3,1237.1,712.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.7,1927.2,206.2,712.6,410.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.5,453.2,281.3,316.0,288.6,316.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.5,755.3,281.3,316.0,288.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,2020 (COVID-19 Pandemic),"Searcy County, AR",5129,0.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.1,1704.5,1136.4,440.5,1754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.4,0.0,0.0,1169.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,2020 (COVID-19 Pandemic),"Sebastian County, AR",5131,1.0,129.0,177.0,61.0,38.0,14.0,9.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,30.0,43.0,35.0,32.0,11.0,11.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,32.0,69.0,42.0,18.0,12.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,19.0,38.0,30.0,28.0,27.0,17.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,8.0,3126.5,4299.2,1373.6,920.3,354.6,233.0,0.0,0.0,48.6,22.5,72.7,0.0,0.0,0.0,727.1,1044.4,788.1,775.0,278.6,284.8,0.0,48.5,48.6,22.5,0.0,50.7,25.9,0.0,759.7,1710.5,933.3,438.3,305.9,54.0,0.0,23.7,24.8,44.4,24.3,0.0,54.0,0.0,451.1,942.0,666.7,681.8,688.2,459.2,0.0,23.7,49.6,22.2,24.3,76.5,27.0
2521,2020 (COVID-19 Pandemic),"Sedgwick County, CO",8115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,2020 (COVID-19 Pandemic),"Sedgwick County, KS",20173,29.0,784.0,842.0,381.0,166.0,78.0,31.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,218.0,265.0,147.0,109.0,64.0,25.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,7.0,272.0,405.0,252.0,121.0,81.0,25.0,0.0,0.0,6.0,8.0,4.0,3.0,5.0,2.0,127.0,215.0,182.0,111.0,76.0,50.0,0.0,3.0,3.0,9.0,8.0,5.0,3.0,54.0,4665.6,5009.8,2020.3,929.2,448.6,205.0,0.0,0.0,5.9,5.3,11.2,0.0,0.0,14.9,1297.3,1576.7,779.5,610.2,368.1,165.3,0.0,0.0,29.7,15.9,0.0,5.8,6.6,12.5,1535.4,2251.6,1292.2,690.8,476.2,170.6,0.0,0.0,33.4,41.0,22.8,17.6,34.1,3.6,716.9,1195.3,933.3,633.7,446.8,341.2,0.0,16.9,16.7,46.2,45.7,29.4,20.5
2523,2020 (COVID-19 Pandemic),"Seminole County, FL",12117,10.0,309.0,457.0,215.0,72.0,33.0,21.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,58.0,83.0,48.0,25.0,13.0,8.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,91.0,216.0,134.0,78.0,34.0,22.0,0.0,2.0,9.0,9.0,12.0,7.0,4.0,0.0,41.0,104.0,87.0,51.0,17.0,15.0,0.0,1.0,10.0,17.0,8.0,1.0,1.0,25.3,2254.7,3214.9,1245.7,425.7,189.8,129.1,0.0,0.0,7.0,5.8,11.8,0.0,0.0,10.1,423.2,583.9,278.1,147.8,74.8,49.2,0.0,7.3,14.1,11.6,0.0,0.0,0.0,2.4,651.8,1516.3,762.9,451.8,201.0,143.1,0.0,14.3,63.2,51.2,69.5,41.4,26.0,0.0,293.7,730.1,495.3,295.4,100.5,97.6,0.0,7.2,70.2,96.8,46.3,5.9,6.5
2524,2020 (COVID-19 Pandemic),"Seminole County, GA",13253,1.0,13.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.3,5627.7,3365.4,1395.3,448.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.8,2403.8,0.0,448.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.7,2790.7,434.8,0.0,0.0,1092.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.2,1395.3,1304.3,0.0,507.6,546.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,2020 (COVID-19 Pandemic),"Seminole County, OK",40133,1.0,48.0,46.0,21.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,13.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,12.0,14.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,16.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,42.4,5206.1,6424.6,3025.9,780.0,402.7,269.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.2,1955.3,1873.2,1404.1,134.2,135.0,0.0,0.0,139.7,0.0,0.0,134.2,0.0,0.0,547.6,1540.4,1952.6,618.2,149.0,152.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.1,1283.7,2231.5,772.8,0.0,764.5,0.0,0.0,0.0,0.0,154.6,298.1,0.0
2526,2020 (COVID-19 Pandemic),"Seneca County, NY",36099,0.0,9.0,19.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1002.2,2139.6,1489.6,531.9,0.0,127.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.7,225.2,297.9,319.1,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,155.6,344.1,0.0,183.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,77.8,68.8,79.9,91.9,0.0,0.0,0.0,0.0,0.0,0.0,91.9,0.0
2527,2020 (COVID-19 Pandemic),"Seneca County, OH",39147,1.0,48.0,48.0,19.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,2363.4,2687.6,1148.7,599.6,132.5,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.2,895.9,483.7,599.6,66.2,123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.7,1135.2,524.2,61.0,187.7,121.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,98.7,174.7,366.1,250.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,2020 (COVID-19 Pandemic),"Sequatchie County, TN",47153,0.0,5.0,15.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.2,3989.4,928.1,246.9,237.5,229.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.2,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,507.6,635.6,269.5,249.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.1,249.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,2020 (COVID-19 Pandemic),"Sequoyah County, OK",40135,0.0,54.0,45.0,25.0,12.0,3.0,0.0,,,,,,,,0.0,12.0,8.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,7.0,3.0,2.0,,,,,,,,0.0,0.0,4.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4232.0,3829.8,1902.6,1046.2,245.7,0.0,,,,,,,,0.0,940.4,680.9,989.3,261.6,245.7,246.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.8,777.0,1079.4,601.9,261.6,162.9,,,,,,,,0.0,0.0,310.8,462.6,172.0,348.7,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,2020 (COVID-19 Pandemic),"Sevier County, AR",5133,0.0,12.0,17.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.9,3263.0,1535.8,1108.6,414.9,208.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.3,767.8,511.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.9,349.0,176.4,194.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9,349.0,529.1,194.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,2020 (COVID-19 Pandemic),"Sevier County, TN",47155,1.0,65.0,92.0,38.0,17.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,4.0,5.0,0.0,3.0,,,,,,,,0.0,14.0,23.0,20.0,13.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,5.0,9.0,8.0,3.0,,,,,,,,12.7,2492.3,3483.5,1210.6,623.4,293.4,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.4,757.3,127.4,183.4,0.0,105.5,,,,,,,,0.0,474.6,817.9,620.5,466.5,299.2,72.9,0.0,0.0,0.0,31.0,35.9,0.0,36.4,0.0,203.4,213.4,155.1,322.9,299.2,109.3,,,,,,,
2532,2020 (COVID-19 Pandemic),"Sevier County, UT",49041,0.0,12.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,1388.9,524.5,162.3,140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.2,173.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8,450.5,156.3,0.0,0.0,259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8,0.0,0.0,172.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
